Plate,Well,Glucose,Na2HPO4,NaCl,KH2PO4,(NH4)2SO4,MgSO4,FeSO4,CaCl2,MnCl2,ZnSO4,CoCl2,CuSO4,Na2MoO4,Volume,Target
src_plate,1,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,2,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,3,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,4,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,5,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,6,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,7,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,8,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,1000,False
src_plate,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,1000,False
src_plate,13,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000,False
src_plate,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000,False
src_plate,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000,False
src_plate,17,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,18,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,19,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
src_plate,20,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,False
water_plate,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
water_plate,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,False
dest_plate,1,1.791471056813358,17.196023574864817,13.756737888834568,25.387919465006686,14.143506134003749,1.3120403027959873,0.005627601862627593,0.006251461490101949,0.0046130907940579715,0.005871814390851905,0.0015436064349786125,0.0007907940823842591,0.00024037380595362775,1100,True
dest_plate,9,1.791471056813358,17.196023574864817,13.756737888834568,25.387919465006686,14.143506134003749,1.3120403027959873,0.005627601862627593,0.006251461490101949,0.0046130907940579715,0.005871814390851905,0.0015436064349786125,0.0007907940823842591,0.00024037380595362775,1100,True
dest_plate,17,1.791471056813358,17.196023574864817,13.756737888834568,25.387919465006686,14.143506134003749,1.3120403027959873,0.005627601862627593,0.006251461490101949,0.0046130907940579715,0.005871814390851905,0.0015436064349786125,0.0007907940823842591,0.00024037380595362775,1100,True
dest_plate,2,0.46675450632715393,42.089659946979296,23.228163199430092,8.79549881356491,17.60122100410226,0.7509240234706491,0.019182327536533598,0.017994739197487,0.009953192541644342,0.006299165127311168,0.0022369268490504118,0.00026968351907505724,0.0007546338291527466,1100,True
dest_plate,10,0.46675450632715393,42.089659946979296,23.228163199430092,8.79549881356491,17.60122100410226,0.7509240234706491,0.019182327536533598,0.017994739197487,0.009953192541644342,0.006299165127311168,0.0022369268490504118,0.00026968351907505724,0.0007546338291527466,1100,True
dest_plate,18,0.46675450632715393,42.089659946979296,23.228163199430092,8.79549881356491,17.60122100410226,0.7509240234706491,0.019182327536533598,0.017994739197487,0.009953192541644342,0.006299165127311168,0.0022369268490504118,0.00026968351907505724,0.0007546338291527466,1100,True
dest_plate,3,1.172575131053434,14.792405042423642,40.821948417594434,13.262565368376325,9.015987514452107,1.0636372845180322,0.01454187706230935,0.12594013319256864,0.007633991626944753,0.002528026325243963,0.0009710295135719672,7.565933799019688e-05,0.0003392968220319576,1100,True
dest_plate,11,1.172575131053434,14.792405042423642,40.821948417594434,13.262565368376325,9.015987514452107,1.0636372845180322,0.01454187706230935,0.12594013319256864,0.007633991626944753,0.002528026325243963,0.0009710295135719672,7.565933799019688e-05,0.0003392968220319576,1100,True
dest_plate,19,1.172575131053434,14.792405042423642,40.821948417594434,13.262565368376325,9.015987514452107,1.0636372845180322,0.01454187706230935,0.12594013319256864,0.007633991626944753,0.002528026325243963,0.0009710295135719672,7.565933799019688e-05,0.0003392968220319576,1100,True
dest_plate,4,1.6619010808221506,29.08975973224415,32.42098887999087,2.505878616246975,15.804257533983899,2.598542011970573,0.012911651037938607,0.1810363151499338,0.006682313030164483,0.002767638365527215,0.0002272236678774725,0.0003521637318760219,0.00017523295686150642,1100,True
dest_plate,12,1.6619010808221506,29.08975973224415,32.42098887999087,2.505878616246975,15.804257533983899,2.598542011970573,0.012911651037938607,0.1810363151499338,0.006682313030164483,0.002767638365527215,0.0002272236678774725,0.0003521637318760219,0.00017523295686150642,1100,True
dest_plate,20,1.6619010808221506,29.08975973224415,32.42098887999087,2.505878616246975,15.804257533983899,2.598542011970573,0.012911651037938607,0.1810363151499338,0.006682313030164483,0.002767638365527215,0.0002272236678774725,0.0003521637318760219,0.00017523295686150642,1100,True
dest_plate,5,2.018510858562432,12.534041010037154,27.035788344267832,16.817209749197353,3.260741345868917,2.7667944533183455,0.017793618823377974,0.1899130979695049,0.008195390426235514,0.00977103340055586,0.002002050696109722,0.0007100986599265325,0.00040515317779864354,1100,True
dest_plate,13,2.018510858562432,12.534041010037154,27.035788344267832,16.817209749197353,3.260741345868917,2.7667944533183455,0.017793618823377974,0.1899130979695049,0.008195390426235514,0.00977103340055586,0.002002050696109722,0.0007100986599265325,0.00040515317779864354,1100,True
dest_plate,21,2.018510858562432,12.534041010037154,27.035788344267832,16.817209749197353,3.260741345868917,2.7667944533183455,0.017793618823377974,0.1899130979695049,0.008195390426235514,0.00977103340055586,0.002002050696109722,0.0007100986599265325,0.00040515317779864354,1100,True
dest_plate,6,1.1021810990473053,45.55573492962058,28.608062999561064,29.391364022960026,7.0015333031432,2.3619054040735503,0.016553947772099176,0.03376627434269275,0.00521076656691226,0.008181043866439147,0.002877623260542451,0.00012199632834332118,0.0005770715230489526,1100,True
dest_plate,14,1.1021810990473053,45.55573492962058,28.608062999561064,29.391364022960026,7.0015333031432,2.3619054040735503,0.016553947772099176,0.03376627434269275,0.00521076656691226,0.008181043866439147,0.002877623260542451,0.00012199632834332118,0.0005770715230489526,1100,True
dest_plate,22,1.1021810990473053,45.55573492962058,28.608062999561064,29.391364022960026,7.0015333031432,2.3619054040735503,0.016553947772099176,0.03376627434269275,0.00521076656691226,0.008181043866439147,0.002877623260542451,0.00012199632834332118,0.0005770715230489526,1100,True
dest_plate,7,2.9649829324994164,33.69063742492383,45.260473500410484,21.584465430114097,18.91846126752158,1.6168224480947866,0.0027380904071508476,0.11218144279920175,0.005899009956865898,0.0019158808744725972,0.0016914571348908608,0.0006895030316547195,0.00046643358238219703,1100,True
dest_plate,15,2.9649829324994164,33.69063742492383,45.260473500410484,21.584465430114097,18.91846126752158,1.6168224480947866,0.0027380904071508476,0.11218144279920175,0.005899009956865898,0.0019158808744725972,0.0016914571348908608,0.0006895030316547195,0.00046643358238219703,1100,True
dest_plate,23,2.9649829324994164,33.69063742492383,45.260473500410484,21.584465430114097,18.91846126752158,1.6168224480947866,0.0027380904071508476,0.11218144279920175,0.005899009956865898,0.0019158808744725972,0.0016914571348908608,0.0006895030316547195,0.00046643358238219703,1100,True
dest_plate,8,0.8160532638020922,38.990736577472646,19.48447860445432,4.2494513423759255,1.4168223149743306,2.081545378916476,0.009725368531593469,0.06561568966864934,0.008799799432540395,0.005003480125252165,0.0007451776736358991,0.0002280221673375667,0.0003045131727393387,1100,True
dest_plate,16,0.8160532638020922,38.990736577472646,19.48447860445432,4.2494513423759255,1.4168223149743306,2.081545378916476,0.009725368531593469,0.06561568966864934,0.008799799432540395,0.005003480125252165,0.0007451776736358991,0.0002280221673375667,0.0003045131727393387,1100,True
dest_plate,24,0.8160532638020922,38.990736577472646,19.48447860445432,4.2494513423759255,1.4168223149743306,2.081545378916476,0.009725368531593469,0.06561568966864934,0.008799799432540395,0.005003480125252165,0.0007451776736358991,0.0002280221673375667,0.0003045131727393387,1100,True
dest_plate,25,2.4882044113596593,49.14437731274916,47.79016167012669,6.4665708041033705,8.071849760325062,2.9870638010824346,0.007922968952173502,0.08672222105245364,0.003460390990813865,0.00668851379330161,0.003875561770537704,0.0005246178631206412,5.158879547042833e-05,1100,True
dest_plate,33,2.4882044113596593,49.14437731274916,47.79016167012669,6.4665708041033705,8.071849760325062,2.9870638010824346,0.007922968952173502,0.08672222105245364,0.003460390990813865,0.00668851379330161,0.003875561770537704,0.0005246178631206412,5.158879547042833e-05,1100,True
dest_plate,41,2.4882044113596593,49.14437731274916,47.79016167012669,6.4665708041033705,8.071849760325062,2.9870638010824346,0.007922968952173502,0.08672222105245364,0.003460390990813865,0.00668851379330161,0.003875561770537704,0.0005246178631206412,5.158879547042833e-05,1100,True
dest_plate,26,2.736609495509105,22.716005432366856,5.890409118828821,14.442925846638873,11.468783334540076,1.5847122069580784,0.0042978382122995104,0.14673180625311352,0.002558511868488946,0.0009890369931024004,0.0036250641665266127,0.00046653362233161765,0.0006679595047531959,1100,True
dest_plate,34,2.736609495509105,22.716005432366856,5.890409118828821,14.442925846638873,11.468783334540076,1.5847122069580784,0.0042978382122995104,0.14673180625311352,0.002558511868488946,0.0009890369931024004,0.0036250641665266127,0.00046653362233161765,0.0006679595047531959,1100,True
dest_plate,42,2.736609495509105,22.716005432366856,5.890409118828821,14.442925846638873,11.468783334540076,1.5847122069580784,0.0042978382122995104,0.14673180625311352,0.002558511868488946,0.0009890369931024004,0.0036250641665266127,0.00046653362233161765,0.0006679595047531959,1100,True
dest_plate,27,2.4103747521396754,40.06696632719539,37.536094956969414,1.1879527715199547,4.032571731794305,0.5035148326830248,0.002564306531244889,0.09589313243249264,0.006519790621749296,0.009028183131534102,0.0033543078606163034,0.00039044571407702923,0.0001483684841873103,1100,True
dest_plate,35,2.4103747521396754,40.06696632719539,37.536094956969414,1.1879527715199547,4.032571731794305,0.5035148326830248,0.002564306531244889,0.09589313243249264,0.006519790621749296,0.009028183131534102,0.0033543078606163034,0.00039044571407702923,0.0001483684841873103,1100,True
dest_plate,43,2.4103747521396754,40.06696632719539,37.536094956969414,1.1879527715199547,4.032571731794305,0.5035148326830248,0.002564306531244889,0.09589313243249264,0.006519790621749296,0.009028183131534102,0.0033543078606163034,0.00039044571407702923,0.0001483684841873103,1100,True
dest_plate,28,1.4319860945069525,28.518726845446075,1.8467977738052899,19.97445342286776,12.448585928128283,1.8465787847724888,1.771928058161502e-05,0.16484917720251693,0.0029229684155368946,0.004049628045233086,0.0024749938029165466,0.0005816703503076745,0.0005093060146307201,1100,True
dest_plate,36,1.4319860945069525,28.518726845446075,1.8467977738052899,19.97445342286776,12.448585928128283,1.8465787847724888,1.771928058161502e-05,0.16484917720251693,0.0029229684155368946,0.004049628045233086,0.0024749938029165466,0.0005816703503076745,0.0005093060146307201,1100,True
dest_plate,44,1.4319860945069525,28.518726845446075,1.8467977738052899,19.97445342286776,12.448585928128283,1.8465787847724888,1.771928058161502e-05,0.16484917720251693,0.0029229684155368946,0.004049628045233086,0.0024749938029165466,0.0005816703503076745,0.0005093060146307201,1100,True
dest_plate,29,2.222235317142291,35.96417871747866,34.98644501018261,11.56792578531419,16.939135474580787,0.11998938901351233,0.015894279620145075,0.07898044404887039,0.001306057006054448,0.00017263219192917355,0.0011619052563204579,2.4765790721678917e-05,7.865788888777457e-05,1100,True
dest_plate,37,2.222235317142291,35.96417871747866,34.98644501018261,11.56792578531419,16.939135474580787,0.11998938901351233,0.015894279620145075,0.07898044404887039,0.001306057006054448,0.00017263219192917355,0.0011619052563204579,2.4765790721678917e-05,7.865788888777457e-05,1100,True
dest_plate,45,2.222235317142291,35.96417871747866,34.98644501018261,11.56792578531419,16.939135474580787,0.11998938901351233,0.015894279620145075,0.07898044404887039,0.001306057006054448,0.00017263219192917355,0.0011619052563204579,2.4765790721678917e-05,7.865788888777457e-05,1100,True
dest_plate,30,0.33200591175132804,23.40201669134283,15.77435287834363,23.04265081147773,10.386025044019908,0.9167969587842963,0.008106317897740023,0.13400043457021849,0.001374194035371933,0.007439647605981606,0.002678970278534829,0.0001876049340124962,0.0007118316674661146,1100,True
dest_plate,38,0.33200591175132804,23.40201669134283,15.77435287834363,23.04265081147773,10.386025044019908,0.9167969587842963,0.008106317897740023,0.13400043457021849,0.001374194035371933,0.007439647605981606,0.002678970278534829,0.0001876049340124962,0.0007118316674661146,1100,True
dest_plate,46,0.33200591175132804,23.40201669134283,15.77435287834363,23.04265081147773,10.386025044019908,0.9167969587842963,0.008106317897740023,0.13400043457021849,0.001374194035371933,0.007439647605981606,0.002678970278534829,0.0001876049340124962,0.0007118316674661146,1100,True
dest_plate,31,0.7783661137932747,19.937484673944248,9.853149839340217,27.495616411139103,4.865148443347465,0.31744063669225964,0.011813930612458914,0.046233573135905606,0.00021781338904069075,0.0037305666323826227,0.0003266164629828673,0.0006055652232197128,0.000588545247171318,1100,True
dest_plate,39,0.7783661137932747,19.937484673944248,9.853149839340217,27.495616411139103,4.865148443347465,0.31744063669225964,0.011813930612458914,0.046233573135905606,0.00021781338904069075,0.0037305666323826227,0.0003266164629828673,0.0006055652232197128,0.000588545247171318,1100,True
dest_plate,47,0.7783661137932747,19.937484673944248,9.853149839340217,27.495616411139103,4.865148443347465,0.31744063669225964,0.011813930612458914,0.046233573135905606,0.00021781338904069075,0.0037305666323826227,0.0003266164629828673,0.0006055652232197128,0.000588545247171318,1100,True
